DISTRICT,DISTRICT_NAME,SCHOOL,SCHOOL_NAME_SHORT,MAILING_ADDRESS1,MAILING_ADDRESS2,MAILING_CITY,MAILING_STATE,ZIP,MAILING_ZIP,PRINCIPAL_LAST,PRINCIPAL_FIRST,PRINCIPAL_MI,PRINCIPAL_TITLE,GRADE_CODE,TYPE,CHARTER_SCHL_STAT,SCHL_FUNC_SETTING,PRIMARY_SERV_TYPE,NEG_DEL_IND,MAGNET_STATUS,MAGNET_SPECIALTY,MAGNET_PURPOSE
38,LEVY        ,9998,HOME EDUC PROGRAM STUDENTS                   ,480 MARSHBURN DR                        ,                                        ,BRONSON             ,FL,32621,32621-6221,LOTT                          ,JOHN                , ,MR.                                               ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Home Education                                    ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,1012,JAIL SERVICES                                ,480 MARSHBURN DR                        ,                                        ,BRONSON             ,FL,32621,32621-6221,HALL                          ,ROSALIND            , ,DR.                                               ,'PREK-12                       ,Combination Elementary & Secondary      ,Not a charter school                              ,County Jail/State Prison                          ,Alternative Education                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,92,JOYCE M. BULLOCK ELEM. SCHOOL                ,130 SW 3RD ST                           ,                                        ,WILLISTON           ,FL,32696,32696-2520,CRIBBS                        ,HILLARY             , ,MS.                                               ,'PREK-2                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,9001,LEVY DISTRICT OFFICE                         ,480 MARSHBURN DR                        ,                                        ,BRONSON             ,FL,32621,32621-6221,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Not Applicable                                    ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,7004,LEVY VIRTUAL FRANCHISE                       ,480 MARSHBURN DR                        ,                                        ,BRONSON             ,FL,32621,32621-6221,LOTT                          ,JOHN                , ,MR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,7006,LEVY VIRTUAL INSTRUCTION (COURSE OFFERINGS)  ,480 MARSHBURN DR                        ,                                        ,BRONSON             ,FL,32621,32621-6221,LOTT                          ,JOHN                , ,MR.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,7023,LEVY VIRTUAL INSTRUCTION PROGRAM             ,480 MASHBURN DR                         ,                                        ,BRONSON             ,FL,32621,32621-6221,LOTT                          ,JOHN                , ,MR.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,7001,LEVY VIRTUAL INSTRUCTION PROGRAM             ,480 MARSHBURN DR                        ,                                        ,BRONSON             ,FL,32621,32621-6221,LOTT                          ,JOHN                , ,MR.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,3518,MCKAY SCHOLARSHIP/SCHOOL OF EN               ,                                        ,                                        ,                    ,  ,00000,00000-0000,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,McKay Scholarship                                 ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,9997,MIGRANT NON-ENROLLED STUDENTS                ,PO BOX 129                              ,                                        ,BRONSON             ,FL,32621,32621-0129,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Title I Migrant Non-Enrolled Students             ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,62,NATURE COAST MIDDLE SCHOOL                   ,6830 NW 140TH ST                        ,                                        ,CHIEFLAND           ,FL,32626,32626-8271,BOWE                          ,CHARLES             , ,MR.                                               ,'6-8                           ,Middle/Junior                           ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,60,WHISPERING WINDS CHARTER SCHOOL              ,2481 NW OLD FANNIN RD                   ,                                        ,CHIEFLAND           ,FL,32626,32626-9165,BARTLEY                       ,KIMBERLY            , ,MS.                                               ,'PREK-5                        ,Elementary                              ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,231,WILLISTON ELEMENTARY SCHOOL                  ,801 S MAIN ST                           ,                                        ,WILLISTON           ,FL,32696,32696-3072,HANDLIN                       ,JAMIE               , ,MS.                                               ,'3-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,91,WILLISTON MIDDLE HIGH SCHOOL                 ,350 SW 12 AVE                           ,                                        ,WILLISTON           ,FL,32696,32696,SLEMP                         ,JOSHUA              , ,MR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
38,LEVY        ,111,YANKEETOWN SCHOOL                            ,4500 HIGHWAY 40 W                       ,                                        ,YANKEETOWN          ,FL,34498,34498-2102,HURST                         ,TEIKO               , ,MS.                                               ,'PREK-8                        ,Combination Elementary & Secondary      ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,53,APALACHICOLA FOREST YOUTH ACADEMY            ,PO BOX 409                              ,                                        ,HOSFORD             ,FL,32321,32321,MILLER                        ,NICOLE              , ,MS.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Department of Juvenile Justice (DJJ)              ,Alternative Education                             ,"Delinquent, Residential                           ",Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,3900,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM       ,                                        ,                                        ,                    ,  ,     ,          ,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,McKay Scholarship                                 ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,9998,HOME EDUC PROGRAM STUDENTS                   ,                                        ,                                        ,                    ,  ,00000,00000 0000,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Home Education                                    ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,41,HOSFORD ELEM. JR. HIGH SCHOOL                ,PO BOX 10                               ,                                        ,HOSFORD             ,FL,32334,32334-0010,BENNETT                       ,JESSICA             , ,MS.                                               ,'PREK-8                        ,Combination Elementary & Secondary      ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,22,LIBERTY COUNTY ADULT SCHOOL                  ,PO BOX 429                              ,                                        ,BRISTOL             ,FL,32321,32321-0429,SYKES                         ,TERRELL             , ,MR.                                               ,'ADULT                         ,Adult                                   ,Not a charter school                              ,Adult General Education                           ,Adult Education                                   ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,21,LIBERTY COUNTY HIGH SCHOOL                   ,PO BOX 519                              ,                                        ,BRISTOL             ,FL,32321,32321-0519,WILLIS                        ,ERIC                , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,9001,LIBERTY DISTRICT OFFICE                      ,PO BOX 429                              ,                                        ,BRISTOL             ,FL,32321,32321-0429,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Not Applicable                                    ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,81,LIBERTY EARLY LEARNING CENTER                ,PO BOX 429                              ,                                        ,BRISTOL             ,FL,32321,32321-0429,MCCASKILL                     ,CHESNEE             , ,MS.                                               ,'PREK                          ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,7023,LIBERTY K12 VIRTUAL                          ,12926 NW CR 12                          ,                                        ,BRISTOL             ,FL,32321,32321-3279,COMBS                         ,AMY                 , ,MS.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,7004,LIBERTY VIRTUAL FRANCHISE                    ,12926 NW COUNTY ROAD 12                 ,                                        ,BRISTOL             ,FL,32321,32321-3279,COMBS                         ,AMY                 , ,MS.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,7001,LIBERTY VIRTUAL INSTRUCTION PROGRAM          ,12926 NW COUNTY ROAD 12                 ,                                        ,BRISTOL             ,FL,32321,32321-3279,COMBS                         ,AMY                 , ,MS.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,51,LIBERTY WILDERNESS CROSSROADS                ,PO BOX 409                              ,                                        ,HOSFORD             ,FL,32334,32334-0409,MILLER                        ,NICOLE              , ,MS.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Department of Juvenile Justice (DJJ)              ,Alternative Education                             ,"Delinquent, Residential                           ",Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,3518,MCKAY SCHOLARSHIP/SCHOOL OF EN               ,                                        ,                                        ,                    ,  ,00000,00000-0000,DEASON                        ,LARA                , ,MS.                                               ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,McKay Scholarship                                 ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
39,LIBERTY     ,31,W. R. TOLAR K-8 SCHOOL                       ,PO BOX 609                              ,                                        ,BRISTOL             ,FL,32321,32321-0609,BENTON                        ,STEVE               , ,MR.                                               ,'K-8                           ,Combination Elementary & Secondary      ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,3900,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM       ,                                        ,                                        ,                    ,  ,     ,          ,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,McKay Scholarship                                 ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,91,GREENVILLE ELEMENTARY SCHOOL                 ,729 SW OVERSTREET AVE                   ,                                        ,GREENVILLE          ,FL,32331,32331-3505,SNEED                         ,MICHAEL             , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,9998,HOME EDUCATION PROGRAM STUDENTS              ,210 NE DUVAL AVE                        ,                                        ,MADISON             ,FL,32340,32340-2541,HILL                          ,ROBIN               , ,MS.                                               ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Home Education                                    ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,121,JAMES MADISON PREPARATORY HIGH SCHOOL        ,378 E BASE ST                           ,                                        ,MADISON             ,FL,32340,32340-2439,AKERMAN                       ,MARK                , ,MR.                                               ,'9-10                          ,Senior High                             ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,925,JOANN BRIDGES ACADEMY                        ,950 SW GREENVILLE HILLS RD              ,                                        ,GREENVILLE          ,FL,32331,32331-3108,WILLIAMS                      ,ILA                 , ,MS.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Department of Juvenile Justice (DJJ)              ,Alternative Education                             ,"Delinquent, Residential                           ",Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,101,LEE ELEMENTARY SCHOOL                        ,7731 US 90                              ,                                        ,LEE                 ,FL,32059,32059,BROWN                         ,AMANDA              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,600,MADISON COUNTY ADULT CENTER                  ,210 NE DUVAL AVE                        ,                                        ,MADISON             ,FL,32340,32340-2541,RODERICK                      ,LISA                , ,MRS.                                              ,'ADULT                         ,Adult                                   ,Not a charter school                              ,Adult General Education                           ,Adult Education                                   ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,41,MADISON COUNTY CENTRAL SCHOOL                ,2093 W US 90                            ,                                        ,MADISON             ,FL,32340,32340-4308,WILLIAMS                      ,RODERICK            , ,MR.                                               ,'PREK-8                        ,Combination Elementary & Secondary      ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,11,MADISON COUNTY HIGH SCHOOL                   ,2649 W US HIGHWAY 90                    ,                                        ,MADISON             ,FL,32340,32340-9598,FINLEY                        ,CHARLES             , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,122,MADISON CREATIVE ARTS ACADEMY  INC           ,2812 W US 90                            ,                                        ,MADISON             ,FL,32340,32340-4303,BARRS                         ,JANNA               , ,MS.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,9001,MADISON DISTRICT OFFICE                      ,210 NE DUVAL AVE                        ,                                        ,MADISON             ,FL,32340,32340-2541,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Not Applicable                                    ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,8010,MADISON TAP PROGRAM                          ,210 NE DUVAL AVE                        ,                                        ,MADISON             ,FL,32340,32340-2541,RICHIE                        ,MELINDA             , ,MRS.                                              ,'PREK                          ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,Alternative Education                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,7004,MADISON VIRTUAL FRANCHISE                    ,210 NE DUVAL AVE                        ,                                        ,MADISON             ,FL,32340,32340-2541,HILL                          ,ROBIN               , ,MS.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,7001,MADISON VIRTUAL INSTRUCTION PROGRAM          ,210 N DUVAL ST                          ,                                        ,MADISON             ,FL,32340,32340-2550,HILL                          ,ROBIN               , ,MS.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,7023,MADISON VIRTUAL INSTRUCTION PROGRAM          ,210 NE DUVAL AVE                        ,                                        ,MADISON             ,FL,32340,32340-2541,HILL                          ,ROBIN               , ,MS.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Virtual Instruction Program                       ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,3518,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT       ,210 NE DUVAL AVE                        ,                                        ,MADISON             ,FL,32340,32340-2541,RICHIE                        ,MELINDA             , ,MRS.                                              ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,McKay Scholarship                                 ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,9997,MIGRANT NON-ENROLLED STUDENTS                ,210 NE DUVAL AVE                        ,                                        ,MADISON             ,FL,32340,32340,GONZALEZ                      ,NICOLAS             , ,MR.                                               ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Title I Migrant Non-Enrolled Students             ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,111,PINETTA ELEMENTARY SCHOOL                    ,135 NE EMPRESS TREE AVE                 ,                                        ,PINETTA             ,FL,32350,32350-2579,KENDRICK                      ,AMY                 , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
40,MADISON     ,931,WAYPOINT CHARTER ACADEMY                     ,823 SW GREENVILLE HILLS RD              ,                                        ,GREENVILLE          ,FL,32331,32331,MILLER                        ,NICOLE              , ,MS.                                               ,'K-12                          ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,2011,ACCESS TO EDUCATION                          ,6423 9TH STREET E                       ,                                        ,BRADENTON           ,FL,34203,34203-7641,COX                           ,NICOLE              , ,MS.                                               ,"'PREK, 9-12                    ",Senior High                             ,Not a charter school                              ,Not Applicable                                    ,Special Education                                 ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,2081,AMIKIDS MANATEE                              ,6423 9TH ST E                           ,                                        ,BRADENTON           ,FL,34203,34203-7641,MCBEAM                        ,CAROL               , ,MS.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Department of Juvenile Justice (DJJ)              ,Alternative Education                             ,"Delinquent, Non-residential                       ",Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,31,ANNA MARIA ELEMENTARY SCHOOL                 ,4700 GULF DR                            ,                                        ,HOLMES BEACH        ,FL,34217,34217-1894,FEATHERSTON                   ,JACKIE              , ,MS.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,811,ANNIE LUCY WILLIAMS ELEMENTARY SCHOOL        ,3404 FORT HAMER RD                      ,                                        ,PARRISH             ,FL,34219,34219-8428,DIXON                         ,CONNIE              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,821,B.D. GULLETT ELEMENTARY SCHOOL               ,12125 44TH AVE E                        ,                                        ,BRADENTON           ,FL,34211,34211-9302,RICHARDSON                    ,TODD                , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,51,BALLARD ELEMENTARY SCHOOL                    ,912 18TH ST W                           ,                                        ,BRADENTON           ,FL,34205,34205-5327,MASIELLO                      ,MIKE                , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Other                                             ,Is designated to eliminate racial isolation       
41,MANATEE     ,857,BARBARA A HARVEY ELEMENTARY SCHOOL           ,8610 115TH AVE E                        ,                                        ,PARRISH             ,FL,34219,34219,RIO                           ,HAYLEY              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,61,BAYSHORE ELEMENTARY SCHOOL                   ,6120 26TH ST W                          ,                                        ,BRADENTON           ,FL,34207,34207-4403,PLETCHER                      ,BERNADETTE          , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,72,BAYSHORE HIGH SCHOOL                         ,5401 34TH ST W                          ,                                        ,BRADENTON           ,FL,34210,34210-3438,BUTLER                        ,WENDELL             , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,541,BLACKBURN ELEMENTARY SCHOOL                  ,3904 17TH ST E                          ,                                        ,PALMETTO            ,FL,34221,34221-9501,SINGLETON                     ,LATRINA             , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,411,BLANCHE H. DAUGHTREY ELEMENTARY              ,515 63RD AVE E                          ,                                        ,BRADENTON           ,FL,34203,34203-7614,BENCH                         ,SHELBY              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Performing Arts                                   ,Is designated to eliminate racial isolation       
41,MANATEE     ,651,BRADEN RIVER ELEMENTARY SCHOOL               ,6125 RIVER CLUB BLVD                    ,                                        ,BRADENTON           ,FL,34202,34202-9325,BENNETT                       ,JOSH                , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,762,BRADEN RIVER HIGH SCHOOL                     ,6545 SR 70 E                            ,                                        ,BRADENTON           ,FL,34203,34203-6875,SCARBROUGH                    ,SHARON              , ,MS.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,652,BRADEN RIVER MIDDLE SCHOOL                   ,6215 RIVER CLUB BLVD                    ,                                        ,BRADENTON           ,FL,34202,34202-9303,ZENON-RICHARDSON              ,KIM                 , ,MS.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
41,MANATEE     ,842,BUFFALO CREEK MIDDLE SCHOOL                  ,7320 69TH ST E                          ,                                        ,PALMETTO            ,FL,34221,34221-9035,SCARBOROUGH                   ,BRADLEY             , ,MR.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
