"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US33952","ZCTA5 33952","13437","471","7.1","1.6","5.7","1.4","14.2","2.1","13.4","2.3","17.4","2.2","18.0","2.2","11.2","1.9","8.4","1.6","2.5","1.1","2.0","0.7","42484","2714","57235","2826","38.2","(X)","(X)","(X)","(X)","(X)","7795","453","5.3","2.1","2.7","1.5","8.4","2.2","10.9","2.5","19.9","3.2","20.6","3.2","14.7","3.2","12.1","2.2","2.9","1.6","2.5","1.0","51793","2961","67909","4156","(X)","(X)","37.2","(X)","(X)","(X)","6097","442","5.6","2.3","2.3","1.3","6.7","2.3","10.7","3.1","19.5","3.8","19.4","3.2","16.9","3.7","12.3","2.4","3.8","2.0","2.9","1.2","54462","4510","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5642","439","10.5","2.6","9.9","2.8","22.9","4.2","16.4","3.8","14.6","3.5","13.6","3.3","5.5","1.9","3.1","1.9","1.9","1.4","1.5","1.2","27597","2325","41087","4190","(X)","(X)","(X)","(X)","39.2","(X)"
"8600000US33953","ZCTA5 33953","2929","312","5.1","2.7","1.9","2.0","8.4","4.6","8.1","3.3","16.7","5.7","19.7","5.9","14.4","3.9","12.5","4.5","5.9","3.3","7.4","3.9","56451","10844","87958","14032","38.7","(X)","(X)","(X)","(X)","(X)","2124","289","3.5","2.7","1.3","2.2","9.0","5.7","5.8","3.4","13.3","5.8","21.5","7.6","15.2","4.6","14.6","5.5","5.5","3.8","10.3","5.3","64637","12069","100582","18511","(X)","(X)","42.9","(X)","(X)","(X)","1858","259","2.0","2.4","0.0","2.3","8.9","6.4","5.9","3.6","13.1","6.6","20.0","7.7","16.3","4.8","16.1","6.3","6.3","4.2","11.3","6.0","75071","16986","N","N","(X)","(X)","(X)","(X)","(X)","(X)","805","212","11.6","6.9","3.6","4.1","9.8","7.1","11.7","8.1","25.3","12.2","14.3","10.2","12.9","7.9","4.0","4.6","6.8","5.6","0.0","5.1","43159","7016","51234","8670","(X)","(X)","(X)","(X)","27.5","(X)"
"8600000US33954","ZCTA5 33954","3944","324","3.3","1.9","3.0","2.5","11.8","4.9","9.1","3.2","11.7","3.2","20.4","4.7","15.7","4.6","17.4","4.5","4.4","1.8","3.2","2.3","60841","5968","76956","6731","32.7","(X)","(X)","(X)","(X)","(X)","2735","312","0.6","0.9","1.8","2.0","8.2","4.6","8.1","3.7","15.4","4.8","20.9","6.1","17.0","5.7","20.4","5.9","6.3","2.6","1.2","1.2","66420","10935","80804","6631","(X)","(X)","32.7","(X)","(X)","(X)","2435","316","0.7","1.1","1.8","2.4","6.2","3.8","8.6","4.0","14.0","5.0","22.0","7.0","18.1","6.0","20.2","5.7","7.1","3.0","1.4","1.3","71151","9648","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1209","238","9.6","5.6","6.1","6.6","19.5","11.2","12.7","6.2","6.5","4.3","16.9","6.9","12.8","7.6","9.4","6.2","0.0","3.5","6.5","6.5","42583","21541","59599","13916","(X)","(X)","(X)","(X)","31.6","(X)"
"8600000US33955","ZCTA5 33955","4444","291","3.8","2.1","2.0","1.4","11.5","3.9","9.6","3.7","10.7","3.3","18.5","4.4","13.7","3.9","17.7","4.1","6.1","2.0","6.4","2.5","65558","5126","99120","21184","36.3","(X)","(X)","(X)","(X)","(X)","3211","283","2.8","2.1","0.8","0.9","12.6","5.2","6.6","3.2","8.0","3.3","16.5","4.7","14.3","4.9","22.4","5.6","7.3","2.6","8.8","3.4","80545","9790","116397","30070","(X)","(X)","40.3","(X)","(X)","(X)","2779","260","3.2","2.4","0.2","0.3","9.2","4.6","4.5","3.2","9.1","3.9","16.0","5.1","15.4","5.5","25.1","6.1","8.5","3.0","8.9","3.5","85433","11900","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1233","206","6.3","4.1","4.9","4.8","14.3","6.8","15.6","6.0","17.8","9.3","22.5","8.9","10.0","6.3","5.5","4.1","2.7","2.8","0.4","0.6","47738","13343","51767","6874","(X)","(X)","(X)","(X)","26.0","(X)"
"8600000US33956","ZCTA5 33956","1680","214","10.1","6.1","5.2","3.6","8.6","4.9","12.5","3.8","11.0","5.0","17.6","6.2","10.1","4.5","17.1","6.5","2.4","2.1","5.5","3.2","51774","10886","76451","16278","40.8","(X)","(X)","(X)","(X)","(X)","1126","160","6.7","7.0","0.0","3.7","7.8","6.4","17.1","6.2","10.7","5.6","16.1","7.6","16.5","7.1","15.9","7.6","3.6","3.1","5.5","4.0","59309","12575","78704","14766","(X)","(X)","43.7","(X)","(X)","(X)","993","161","7.6","7.9","0.0","4.2","8.9","7.2","13.0","3.3","10.6","5.5","18.2","8.2","15.5","6.7","17.1","8.4","4.1","3.5","5.0","4.1","60063","13832","N","N","(X)","(X)","(X)","(X)","(X)","(X)","554","148","17.1","10.6","15.7","10.8","10.3","6.8","11.9","9.2","11.4","8.9","11.7","8.4","0.0","7.4","16.4","9.7","0.0","7.4","5.4","5.3","30667","11634","68757","38079","(X)","(X)","(X)","(X)","34.8","(X)"
"8600000US33957","ZCTA5 33957","3684","135","4.8","2.4","1.2","0.9","7.5","2.3","6.5","2.4","4.9","1.6","12.5","2.5","8.3","2.3","20.1","2.9","11.9","2.7","22.2","3.5","108081","6796","171104","15337","34.4","(X)","(X)","(X)","(X)","(X)","2623","108","3.4","2.9","1.0","0.9","2.6","1.5","3.0","1.8","7.3","2.5","10.1","3.2","9.6","2.9","21.4","3.6","14.8","3.5","26.8","4.6","129223","9281","197314","22561","(X)","(X)","32.7","(X)","(X)","(X)","2370","140","3.8","3.2","0.3","0.5","2.2","1.6","3.3","2.0","3.3","1.9","10.2","3.5","10.3","3.2","21.6","3.9","15.7","3.7","29.3","5.2","136977","9391","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1061","178","8.1","4.7","1.8","2.1","19.9","7.2","15.3","6.7","6.1","4.0","11.0","5.3","5.1","3.8","17.1","7.1","5.0","3.5","10.7","5.1","47411","15227","103865","24620","(X)","(X)","(X)","(X)","38.7","(X)"
"8600000US33960","ZCTA5 33960","291","56","11.3","8.3","2.4","3.7","11.3","8.3","17.2","9.0","20.3","12.0","22.3","12.2","4.5","5.2","10.7","8.9","0.0","13.6","0.0","13.6","39514","6690","45004","7576","35.7","(X)","(X)","(X)","(X)","(X)","179","53","12.3","13.3","0.0","20.9","3.9","5.8","16.2","12.1","14.5","11.9","31.8","19.2","7.3","8.3","14.0","12.9","0.0","20.9","0.0","20.9","52974","11523","52824","11525","(X)","(X)","31.3","(X)","(X)","(X)","153","48","9.8","14.5","0.0","23.9","4.6","6.8","15.0","12.7","17.0","13.9","37.3","22.6","0.0","23.9","16.3","15.3","0.0","23.9","0.0","23.9","52974","10470","N","N","(X)","(X)","(X)","(X)","(X)","(X)","112","45","9.8","10.4","6.3","9.9","23.2","18.9","18.8","16.1","29.5","24.4","7.1","10.4","0.0","30.6","5.4","8.0","0.0","30.6","0.0","30.6","33125","13728","32505","8557","(X)","(X)","(X)","(X)","42.9","(X)"
"8600000US33965","ZCTA5 33965","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US33966","ZCTA5 33966","4249","378","3.3","2.4","2.5","2.4","5.6","2.9","10.2","4.5","13.3","4.5","21.0","5.0","9.3","3.4","18.1","5.7","6.6","3.1","10.1","4.0","64686","9870","102172","15917","31.3","(X)","(X)","(X)","(X)","(X)","2930","344","1.4","1.7","0.0","1.4","0.8","1.3","13.1","6.2","12.9","5.1","21.0","5.8","10.6","4.1","20.4","6.7","9.1","4.7","10.8","4.4","75811","12452","109901","17788","(X)","(X)","28.3","(X)","(X)","(X)","2351","292","1.1","1.8","0.0","1.8","0.0","1.8","11.1","5.6","12.5","5.2","20.9","6.8","11.8","5.1","21.0","7.4","8.7","4.8","12.8","5.4","80799","18829","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1319","314","7.5","6.6","8.0","7.4","16.1","8.9","3.8","4.8","16.5","9.6","21.0","9.5","4.3","4.0","13.1","9.5","1.1","2.0","8.6","9.0","46812","9611","84125","35179","(X)","(X)","(X)","(X)","34.6","(X)"
"8600000US33967","ZCTA5 33967","8190","369","2.8","1.3","1.5","0.7","7.9","2.4","9.3","2.4","8.3","2.1","25.5","3.6","18.7","3.5","17.4","2.8","4.2","1.2","4.3","1.5","67996","4706","83811","7035","31.6","(X)","(X)","(X)","(X)","(X)","5853","350","0.5","0.5","1.5","1.6","5.3","2.2","7.8","2.2","6.6","2.3","25.8","4.5","21.5","4.4","20.3","3.8","5.1","1.4","5.4","2.2","76114","2666","88379","5606","(X)","(X)","32.5","(X)","(X)","(X)","4601","374","0.3","0.4","0.1","0.2","3.7","2.5","6.9","2.5","6.6","2.6","24.7","5.3","21.4","5.1","23.9","4.5","6.2","1.8","6.2","2.6","80250","9048","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2337","242","8.4","4.3","4.0","2.3","16.2","6.7","11.6","3.9","12.4","4.3","26.9","6.0","9.4","3.8","8.1","3.8","1.3","1.5","1.5","1.5","44682","10126","67667","25370","(X)","(X)","(X)","(X)","29.4","(X)"
"8600000US33971","ZCTA5 33971","7396","305","6.1","2.1","2.5","1.4","10.1","2.1","12.1","2.6","15.1","2.3","21.0","3.0","16.3","2.8","12.7","2.7","3.3","1.2","0.9","0.6","53840","3049","62914","3196","37.1","(X)","(X)","(X)","(X)","(X)","5925","305","6.5","2.8","1.5","1.3","9.4","2.3","12.8","3.1","16.3","2.8","20.7","3.5","16.2","3.0","13.1","2.9","2.8","1.3","0.7","0.6","53217","3240","62662","3242","(X)","(X)","36.3","(X)","(X)","(X)","3897","297","1.7","1.0","1.7","2.0","5.7","2.7","5.1","2.0","19.6","3.9","22.4","4.2","20.0","4.2","18.5","4.3","4.1","2.0","1.1","0.9","67943","6412","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1471","227","14.2","7.4","7.7","4.7","12.0","4.4","15.1","6.7","12.1","4.1","20.0","5.8","11.3","5.1","2.8","1.7","3.3","2.9","1.6","1.7","35422","5880","48348","7415","(X)","(X)","(X)","(X)","37.5","(X)"
"8600000US33972","ZCTA5 33972","4506","281","3.5","1.9","4.8","2.4","7.5","2.3","10.2","3.3","14.1","3.4","24.8","4.7","19.0","4.2","12.2","3.6","2.4","1.3","1.6","1.5","62092","5936","66019","4966","37.9","(X)","(X)","(X)","(X)","(X)","3448","303","2.8","1.8","4.6","3.2","7.3","2.4","12.2","4.8","13.6","3.9","22.1","4.3","19.9","4.7","13.4","3.8","2.4","1.6","1.6","1.8","61988","5782","66498","5182","(X)","(X)","38.6","(X)","(X)","(X)","2510","315","0.6","1.0","5.8","4.4","8.4","3.1","8.6","4.0","12.5","4.8","23.7","5.0","20.7","5.3","16.1","4.8","3.2","2.2","0.4","0.7","63935","6048","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1058","210","8.5","5.8","5.6","4.0","8.8","5.4","13.7","6.7","16.4","8.0","20.7","9.4","14.7","7.2","7.7","9.0","2.1","2.0","1.8","2.9","48689","16184","56614","10177","(X)","(X)","(X)","(X)","33.8","(X)"
"8600000US33973","ZCTA5 33973","4097","205","15.8","4.5","2.0","1.2","13.4","4.6","10.1","2.8","17.0","4.6","21.9","5.6","14.2","4.2","3.6","2.1","1.2","0.9","0.8","1.0","42991","3874","49490","5841","29.6","(X)","(X)","(X)","(X)","(X)","3347","258","15.8","5.1","2.2","1.4","12.5","4.3","10.9","3.8","16.3","5.5","21.2","5.8","14.6","4.9","4.2","2.6","1.5","1.1","1.0","1.2","43065","3653","51027","6560","(X)","(X)","29.6","(X)","(X)","(X)","1645","245","8.3","5.9","1.3","2.1","4.8","3.6","8.3","4.2","22.9","8.9","20.9","7.1","20.7","8.0","7.9","5.1","3.0","2.2","1.9","2.4","58972","13557","N","N","(X)","(X)","(X)","(X)","(X)","(X)","750","238","21.1","11.2","1.2","1.9","21.9","14.7","14.7","9.3","19.7","10.4","12.8","7.7","8.7","7.1","0.0","5.5","0.0","5.5","0.0","5.5","30714","8445","33025","6000","(X)","(X)","(X)","(X)","26.1","(X)"
"8600000US33974","ZCTA5 33974","4692","244","4.3","1.6","3.7","1.6","10.5","2.5","15.2","3.3","16.7","3.1","20.7","3.2","14.1","2.5","11.8","2.9","2.2","1.0","0.8","0.7","49645","3384","58994","3728","32.9","(X)","(X)","(X)","(X)","(X)","3662","257","5.7","2.1","3.1","1.5","9.0","2.5","13.8","3.4","18.2","3.6","19.8","3.7","16.7","3.1","10.4","2.6","2.2","1.0","1.0","0.8","50126","3726","59709","3857","(X)","(X)","36.2","(X)","(X)","(X)","2139","183","3.2","1.9","3.3","1.9","3.8","1.9","8.6","3.0","15.1","3.5","24.7","4.8","21.3","4.0","15.2","4.0","3.0","1.5","1.8","1.4","65158","6761","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1030","172","6.0","3.7","3.8","3.8","15.8","7.2","26.1","7.9","19.2","6.4","16.0","5.8","5.2","3.3","5.7","3.4","2.0","2.9","0.0","4.0","33594","4741","43510","4721","(X)","(X)","(X)","(X)","20.7","(X)"
"8600000US33976","ZCTA5 33976","4555","229","3.5","1.8","2.8","1.5","6.6","2.3","16.6","3.7","20.1","4.4","23.8","4.8","11.0","3.0","12.7","3.0","2.4","1.2","0.4","0.5","50190","2549","60320","3224","37.0","(X)","(X)","(X)","(X)","(X)","3790","262","4.1","2.5","3.0","1.7","6.4","2.4","18.0","4.2","21.6","4.4","22.5","5.0","9.9","3.1","13.1","3.4","1.2","0.8","0.2","0.3","48397","3291","56976","3397","(X)","(X)","38.7","(X)","(X)","(X)","2421","279","1.8","1.7","2.1","1.8","5.2","2.6","13.3","4.4","22.6","6.2","23.9","5.6","12.2","4.0","16.8","4.9","1.8","1.3","0.3","0.5","52912","4113","N","N","(X)","(X)","(X)","(X)","(X)","(X)","765","195","8.4","6.5","1.7","1.9","12.5","8.1","16.3","8.6","20.3","9.9","23.4","9.1","8.9","7.8","6.9","5.8","0.0","5.4","1.6","2.8","41406","8931","51523","9725","(X)","(X)","(X)","(X)","15.4","(X)"
"8600000US33980","ZCTA5 33980","5775","309","6.4","2.0","3.9","1.7","14.0","3.2","8.3","2.1","21.6","3.8","20.4","3.5","10.6","2.8","9.6","2.5","2.2","1.1","2.9","1.5","46451","3481","60032","4627","41.3","(X)","(X)","(X)","(X)","(X)","3324","320","3.6","2.3","3.1","1.8","8.0","3.5","4.6","2.2","21.1","4.5","27.8","5.0","11.1","3.2","13.2","3.8","3.0","1.7","4.6","2.5","57909","4220","73066","7697","(X)","(X)","41.6","(X)","(X)","(X)","2681","321","4.1","2.9","2.0","1.4","7.5","3.3","2.9","1.6","20.1","4.8","30.1","5.2","11.0","3.8","14.5","4.0","3.7","2.0","4.0","2.9","59761","3520","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2451","290","10.3","3.6","5.5","3.4","22.1","5.3","14.0","4.0","21.7","5.8","12.1","4.3","8.2","4.4","4.8","3.1","0.7","0.8","0.7","0.8","32721","6030","41263","4515","(X)","(X)","(X)","(X)","39.9","(X)"
"8600000US33981","ZCTA5 33981","4656","285","3.1","1.5","4.3","2.7","7.3","2.5","14.3","3.2","16.6","3.9","22.3","4.4","16.2","4.1","11.7","2.9","1.8","1.1","2.5","1.2","55568","3729","64520","4313","28.6","(X)","(X)","(X)","(X)","(X)","3237","295","2.4","1.6","0.6","0.8","4.5","2.4","12.0","3.7","18.4","5.4","25.8","5.5","16.0","4.0","15.4","4.1","2.1","1.3","2.8","1.4","61702","4737","71602","5080","(X)","(X)","26.1","(X)","(X)","(X)","2725","271","2.6","1.8","0.5","0.8","4.0","2.6","8.0","3.5","19.4","5.8","25.9","5.3","15.7","4.1","18.0","4.7","2.5","1.5","3.4","1.7","63070","3923","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1419","280","5.2","3.7","12.6","7.9","13.7","6.6","19.4","7.1","14.3","5.3","17.4","8.7","11.4","7.4","3.4","3.2","0.9","1.5","1.6","1.9","34788","5553","46300","6560","(X)","(X)","(X)","(X)","34.2","(X)"
"8600000US33982","ZCTA5 33982","4067","322","5.9","3.1","6.4","3.6","17.6","5.1","8.9","2.8","11.6","3.3","19.4","5.4","14.2","4.3","12.3","4.1","1.4","1.4","2.3","1.4","49750","6598","64697","7418","39.1","(X)","(X)","(X)","(X)","(X)","2723","290","2.3","1.7","4.1","3.5","10.7","5.0","10.7","4.0","10.5","3.9","24.5","7.3","17.2","5.9","15.8","5.4","2.1","2.1","2.0","1.5","64562","6939","73644","8778","(X)","(X)","41.6","(X)","(X)","(X)","2231","275","2.5","2.1","2.6","2.2","9.2","4.9","9.5","3.7","10.6","4.9","23.8","7.7","17.9","6.4","18.9","6.4","2.6","2.5","2.5","1.9","69107","5628","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1344","271","13.6","7.9","10.9","7.3","35.1","12.5","4.8","3.4","13.6","5.9","10.3","6.0","8.7","7.0","0.0","3.1","0.0","3.1","2.9","3.8","22727","2217","40756","12495","(X)","(X)","(X)","(X)","34.2","(X)"
"8600000US33983","ZCTA5 33983","5897","255","2.0","1.1","3.7","1.5","9.8","3.0","12.6","3.3","15.0","3.2","19.7","3.8","14.6","3.6","13.2","2.7","4.4","1.6","5.1","1.8","58148","4192","80700","8825","34.2","(X)","(X)","(X)","(X)","(X)","4163","295","2.2","1.9","1.6","1.3","5.5","2.8","7.2","3.2","15.2","4.1","21.4","4.5","17.9","4.7","17.3","3.6","5.0","2.2","6.6","2.5","71293","5459","90534","9331","(X)","(X)","32.3","(X)","(X)","(X)","3600","285","1.0","1.0","1.5","1.5","3.8","2.3","7.1","3.5","13.6","4.0","22.7","4.6","18.8","5.1","18.0","4.1","5.8","2.5","7.6","2.8","75292","8515","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1734","237","4.1","2.8","9.2","4.2","20.5","7.5","22.5","7.0","15.9","4.5","13.5","5.6","6.5","3.4","3.3","2.8","2.9","2.3","1.6","2.0","33159","3139","55861","22400","(X)","(X)","(X)","(X)","36.0","(X)"
"8600000US33990","ZCTA5 33990","11417","451","6.9","2.0","2.6","1.3","8.6","2.0","8.2","2.0","12.9","2.2","21.1","2.8","15.8","2.8","17.4","2.7","3.3","1.5","3.2","1.0","59541","3402","74256","4605","40.9","(X)","(X)","(X)","(X)","(X)","8095","487","3.4","1.6","2.2","1.3","6.6","2.1","7.2","2.3","13.6","2.7","20.6","3.1","15.5","3.4","22.8","4.2","3.8","1.7","4.2","1.3","68872","5198","84236","5538","(X)","(X)","41.5","(X)","(X)","(X)","6185","508","3.2","1.8","1.5","1.4","5.2","2.4","5.9","2.5","12.7","3.0","19.0","3.6","16.8","3.7","26.4","4.9","4.9","2.2","4.3","1.6","78206","9228","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3322","427","16.2","5.6","4.9","3.2","17.0","5.4","9.0","3.3","10.9","3.9","20.7","6.2","15.7","4.9","4.1","2.5","0.7","0.9","0.9","1.1","38734","7091","46233","5511","(X)","(X)","(X)","(X)","38.3","(X)"
"8600000US33991","ZCTA5 33991","7722","393","3.8","1.7","3.4","1.9","6.0","2.2","7.0","2.5","13.4","3.2","19.1","3.7","18.6","4.1","18.5","3.9","5.0","2.1","5.2","2.0","69179","8283","84698","6860","36.0","(X)","(X)","(X)","(X)","(X)","5710","447","2.0","1.4","3.6","2.6","3.6","1.9","6.0","2.7","11.1","3.5","20.2","5.3","19.5","4.1","24.1","5.1","4.4","2.4","5.6","2.3","81580","8623","92148","8568","(X)","(X)","38.7","(X)","(X)","(X)","4478","373","1.0","0.9","1.4","1.8","1.8","1.4","4.7","2.4","9.4","3.2","18.0","5.4","22.4","4.6","29.4","6.0","4.8","2.6","7.1","2.9","90427","4556","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2012","327","9.1","4.6","3.1","2.4","16.3","7.0","12.4","5.6","17.6","6.1","19.7","7.6","9.5","7.3","3.6","2.5","4.6","3.2","4.0","3.7","44133","7964","57668","11035","(X)","(X)","(X)","(X)","26.3","(X)"
"8600000US33993","ZCTA5 33993","8588","427","4.3","1.5","4.2","1.9","7.5","2.6","10.4","3.2","11.6","2.4","18.6","3.0","13.8","2.8","20.6","3.5","4.8","1.8","4.3","1.5","67680","7673","78565","5398","42.7","(X)","(X)","(X)","(X)","(X)","6662","491","3.5","1.9","3.3","2.1","5.8","2.2","8.5","2.8","9.9","2.6","21.3","4.0","16.9","3.3","20.2","4.2","5.1","2.1","5.5","2.0","73355","4023","84546","6641","(X)","(X)","39.8","(X)","(X)","(X)","5335","482","2.1","1.5","0.7","0.7","5.5","2.0","9.1","3.4","10.0","2.9","20.9","4.0","16.5","3.6","22.0","4.7","6.3","2.5","6.8","2.5","77408","6298","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1926","312","10.4","4.4","8.0","5.3","15.0","7.2","17.6","9.8","14.4","6.2","16.0","6.7","7.0","5.1","11.0","6.5","0.5","0.8","0.0","2.2","34335","11739","45861","6668","(X)","(X)","(X)","(X)","49.3","(X)"
"8600000US34101","ZCTA5 34101","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US34102","ZCTA5 34102","5598","269","7.5","2.2","4.2","1.7","9.3","2.4","5.7","1.6","7.6","1.7","10.6","1.9","9.9","2.2","10.1","1.8","7.6","1.5","27.5","2.4","85938","10802","199890","17927","40.7","(X)","(X)","(X)","(X)","(X)","3116","185","2.0","1.1","2.6","1.2","6.0","2.2","3.3","1.6","6.7","2.0","6.8","2.0","10.6","2.5","12.5","2.6","10.9","2.2","38.6","3.3","148700","17411","275642","26533","(X)","(X)","38.0","(X)","(X)","(X)","2688","171","1.0","0.8","1.4","1.0","3.8","2.0","2.2","1.4","5.5","1.9","7.2","2.2","10.0","2.7","13.1","2.8","12.5","2.5","43.2","3.5","170703","13592","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2482","263","14.4","4.7","6.2","3.5","13.4","4.4","9.2","3.3","8.6","3.1","15.2","3.7","9.1","4.1","6.9","2.9","3.7","1.9","13.3","3.4","46923","11163","102704","18702","(X)","(X)","(X)","(X)","44.0","(X)"
"8600000US34103","ZCTA5 34103","6115","300","3.6","1.3","0.9","0.5","5.5","1.7","6.7","1.8","9.6","1.9","14.8","2.9","10.1","2.1","14.2","2.6","9.9","2.2","24.6","3.0","95559","12242","188993","20222","39.0","(X)","(X)","(X)","(X)","(X)","3884","281","1.5","0.9","0.7","0.6","3.0","1.8","4.2","1.9","7.6","2.5","11.9","3.4","10.2","2.5","17.9","3.6","13.1","3.2","29.9","4.1","129583","12958","226127","29161","(X)","(X)","37.0","(X)","(X)","(X)","3542","270","1.5","0.9","0.4","0.5","2.4","1.8","3.5","1.6","7.4","2.6","11.3","3.5","10.3","2.6","18.2","3.8","13.8","3.4","31.3","4.2","137622","11243","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2231","277","7.6","2.9","1.7","1.3","9.8","4.2","11.1","3.8","12.5","4.0","20.0","5.3","10.8","3.8","7.4","3.6","4.4","2.9","14.8","4.8","55839","6512","123633","30507","(X)","(X)","(X)","(X)","42.4","(X)"
"8600000US34104","ZCTA5 34104","10494","418","4.0","1.3","3.7","1.5","8.5","2.2","14.6","3.0","15.1","2.6","20.1","2.8","13.6","2.3","11.6","2.1","3.8","1.3","4.9","1.3","53303","3356","72626","4068","39.6","(X)","(X)","(X)","(X)","(X)","6591","476","1.4","0.8","4.1","2.1","7.2","3.0","11.6","3.4","13.6","2.9","21.5","3.8","16.4","2.9","13.8","2.8","4.5","1.7","5.9","1.8","61633","7898","81391","5811","(X)","(X)","41.6","(X)","(X)","(X)","5190","419","1.2","1.0","3.5","2.3","4.6","2.3","11.0","3.9","11.5","3.6","21.2","4.3","17.9","3.5","16.0","3.4","5.7","2.2","7.5","2.4","69256","7451","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3903","347","9.0","3.1","3.4","1.9","12.0","3.9","20.4","5.1","18.9","4.6","15.7","3.6","7.8","2.8","8.0","3.3","2.1","1.8","2.7","1.8","39860","3091","54787","5814","(X)","(X)","(X)","(X)","35.3","(X)"
